country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Latvia,LVA,06-05-21,381306,309361,72628,21691,10058,20.42,16.57,3.89,5387,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,07-05-21,401379,321246,80983,20073,11272,21.5,17.21,4.34,6038,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,08-05-21,413727,331310,83315,12348,12056,22.16,17.75,4.46,6458,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,09-05-21,415368,332650,83699,1641,12059,22.25,17.82,4.48,6459,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,10-05-21,424884,337676,88314,9516,12992,22.76,18.09,4.73,6959,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,11-05-21,442937,350574,93751,18053,14302,23.73,18.78,5.02,7661,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,12-05-21,465568,366399,100951,22631,15136,24.94,19.63,5.41,8107,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,13-05-21,487628,381399,108408,22060,15189,26.12,20.43,5.81,8136,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,14-05-21,509049,393196,118589,21421,15381,27.27,21.06,6.35,8239,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,15-05-21,522409,400997,124239,13360,15526,27.98,21.48,6.65,8316,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,16-05-21,527458,405035,125271,5049,16013,28.25,21.7,6.71,8577,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,17-05-21,539154,412159,130219,11696,16324,28.88,22.08,6.98,8744,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,18-05-21,556091,422691,137563,16937,16165,29.79,22.64,7.37,8659,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,19-05-21,578682,432201,151920,22591,16159,31,23.15,8.14,8655,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,20-05-21,599577,440077,166228,20895,15993,32.12,23.57,8.9,8566,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,21-05-21,619763,450320,178106,20186,15816,33.2,24.12,9.54,8472,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,22-05-21,632161,456038,185890,12398,15679,33.86,24.43,9.96,8398,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,23-05-21,635013,457122,187873,2852,15365,34.01,24.49,10.06,8230,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,24-05-21,646726,463198,194585,11713,15367,34.64,24.81,10.42,8231,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,25-05-21,667335,470161,209350,20609,15892,35.74,25.18,11.21,8512,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,26-05-21,689332,478114,224414,21997,15807,36.92,25.61,12.02,8467,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,27-05-21,711344,483835,241628,22012,15967,38.1,25.92,12.94,8553,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,28-05-21,736189,494405,257335,24845,16632,39.43,26.48,13.78,8909,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,29-05-21,748078,499527,265752,11889,16560,40.07,26.76,14.23,8870,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,30-05-21,752236,502283,267890,4158,16746,40.29,26.9,14.35,8970,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,31-05-21,765288,508331,275951,13052,16937,40.99,27.23,14.78,9072,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,01-06-21,786577,515462,291059,21289,17035,42.13,27.61,15.59,9125,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,02-06-21,808600,520223,309775,22023,17038,43.31,27.87,16.59,9126,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,03-06-21,830464,524829,328114,21864,17017,44.48,28.11,17.58,9115,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,04-06-21,850486,531755,343024,20022,16328,45.56,28.48,18.37,8746,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,05-06-21,861770,535179,351922,11284,16242,46.16,28.67,18.85,8700,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,06-06-21,867008,536593,356827,5238,16396,46.44,28.74,19.11,8782,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,07-06-21,881892,542622,366724,14884,16658,47.24,29.06,19.64,8923,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,08-06-21,900039,548086,380818,18147,16209,48.21,29.36,20.4,8682,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,09-06-21,918435,554342,394172,18396,15691,49.19,29.69,21.11,8405,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,10-06-21,935462,560409,406736,17027,15000,50.11,30.02,21.79,8035,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,11-06-21,952832,566236,419839,17370,14621,51.04,30.33,22.49,7832,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,12-06-21,961118,570653,425005,8286,14193,51.48,30.57,22.76,7602,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,13-06-21,962774,571945,425832,1656,13681,51.57,30.64,22.81,7328,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,14-06-21,973181,575566,433515,10407,13041,52.13,30.83,23.22,6985,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,15-06-21,986151,580075,443643,12970,12302,52.82,31.07,23.76,6589,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,16-06-21,1002080,585755,455489,15929,11949,53.68,31.38,24.4,6400,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,17-06-21,1015355,591304,464868,13275,11413,54.39,31.67,24.9,6113,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,18-06-21,1032659,597017,478469,17304,11404,55.31,31.98,25.63,6108,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,19-06-21,1041151,600566,484895,8492,11433,55.77,32.17,25.97,6124,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,20-06-21,1044652,601602,488022,3501,11697,55.96,32.22,26.14,6265,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,21-06-21,1057083,605185,498386,12431,11986,56.62,32.42,26.7,6420,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,22-06-21,1067348,608155,506969,10265,11600,57.17,32.58,27.16,6213,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,23-06-21,1067728,608408,507224,380,9378,57.19,32.59,27.17,5023,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,24-06-21,1067852,608460,507311,124,7500,57.2,32.59,27.17,4017,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,25-06-21,1070888,609266,509869,3036,5461,57.36,32.63,27.31,2925,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,26-06-21,1074124,610541,512442,3236,4710,57.53,32.7,27.45,2523,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,27-06-21,1076421,611255,514495,2297,4538,57.66,32.74,27.56,2431,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,28-06-21,1091942,614596,527986,15521,4980,58.49,32.92,28.28,2667,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,29-06-21,1106378,619644,539227,14436,5576,59.26,33.19,28.88,2987,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,30-06-21,1121150,624586,550986,14772,7632,60.05,33.46,29.51,4088,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,01-07-21,1132963,629363,559691,11813,9302,60.69,33.71,29.98,4983,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,02-07-21,1145429,634491,569000,12466,10649,61.35,33.99,30.48,5704,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,03-07-21,1154075,637661,576057,8646,11422,61.82,34.16,30.86,6118,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,04-07-21,1156312,639078,577706,2237,11413,61.94,34.23,30.94,6113,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,05-07-21,1164069,643188,582899,7757,10304,62.35,34.45,31.22,5519,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,06-07-21,1173013,648017,589066,8944,9519,62.83,34.71,31.55,5099,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,07-07-21,1183216,653427,596407,10203,8867,63.38,35,31.95,4749,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,08-07-21,1191927,657888,602649,8711,8423,63.84,35.24,32.28,4512,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,09-07-21,1203271,663238,611179,11344,8263,64.45,35.53,32.74,4426,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,10-07-21,1211351,666184,617945,8080,8182,64.88,35.68,33.1,4383,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,11-07-21,1213425,667623,619496,2074,8159,65,35.76,33.18,4370,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,12-07-21,1219928,671201,624083,6503,7980,65.34,35.95,33.43,4274,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,13-07-21,1226580,675654,628417,6652,7652,65.7,36.19,33.66,4099,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,14-07-21,1232502,680509,631812,5922,7041,66.02,36.45,33.84,3771,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,15-07-21,1237332,684472,634365,4830,6486,66.28,36.66,33.98,3474,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,16-07-21,1243039,689103,637395,5707,5681,66.58,36.91,34.14,3043,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,17-07-21,1246711,692085,639667,3672,5051,66.78,37.07,34.26,2706,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,18-07-21,1247991,692982,640468,1280,4938,66.85,37.12,34.31,2645,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,19-07-21,1253113,696095,643671,5122,4741,67.12,37.29,34.48,2539,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,20-07-21,1259937,700096,647765,6824,4765,67.49,37.5,34.7,2552,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,21-07-21,1267338,704468,652234,7401,4977,67.88,37.73,34.94,2666,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,22-07-21,1273902,708126,656374,6564,5224,68.23,37.93,35.16,2798,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,23-07-21,1280213,711796,659996,6311,5311,68.57,38.13,35.35,2845,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,24-07-21,1284972,714933,662682,4759,5466,68.83,38.29,35.5,2928,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,25-07-21,1286352,715719,663533,1380,5480,68.9,38.34,35.54,2935,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,26-07-21,1292091,718611,667011,5739,5568,69.21,38.49,35.73,2982,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,27-07-21,1298390,722064,670461,6299,5493,69.55,38.68,35.91,2942,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,28-07-21,1305369,725751,674366,6979,5433,69.92,38.87,36.12,2910,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,29-07-21,1310915,728982,677310,5546,5288,70.22,39.05,36.28,2832,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,30-07-21,1317855,732791,680993,6940,5377,70.59,39.25,36.48,2880,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,31-07-21,1321710,735328,682975,3855,5248,70.8,39.39,36.58,2811,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,01-08-21,1323137,736263,683795,1427,5255,70.87,39.44,36.63,2815,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,02-08-21,1328019,739238,686358,4882,5133,71.13,39.6,36.76,2749,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,03-08-21,1334388,742907,689971,6369,5143,71.47,39.79,36.96,2755,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,04-08-21,1340943,746917,693339,6555,5082,71.83,40.01,37.14,2722,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,05-08-21,1346181,750112,695881,5238,5038,72.11,40.18,37.27,2699,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,06-08-21,1352755,754114,699270,6574,4986,72.46,40.39,37.46,2671,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,07-08-21,1356907,756971,701905,4152,5028,72.68,40.55,37.6,2693,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,08-08-21,1358023,757747,702542,1116,4984,72.74,40.59,37.63,2670,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,09-08-21,1362795,760490,704860,4772,4968,73,40.73,37.75,2661,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,10-08-21,1368797,763837,707999,6002,4916,73.32,40.91,37.92,2633,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,11-08-21,1376340,768494,711486,7543,5057,73.72,41.16,38.11,2709,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,12-08-21,1381679,771640,713978,5339,5071,74.01,41.33,38.24,2716,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,13-08-21,1388253,775680,716950,6574,5071,74.36,41.55,38.4,2716,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,14-08-21,1392163,778024,718830,3910,5037,74.57,41.67,38.5,2698,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,15-08-21,1393428,778713,719496,1265,5058,74.64,41.71,38.54,2709,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,16-08-21,1398229,781342,721883,4801,5062,74.89,41.85,38.67,2711,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,17-08-21,1404265,784506,725059,6036,5067,75.22,42.02,38.84,2714,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,18-08-21,1411666,789076,728512,7401,5047,75.61,42.27,39.02,2703,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,19-08-21,1417360,792380,731320,5694,5097,75.92,42.44,39.17,2730,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,20-08-21,1424429,796439,734867,7069,5168,76.3,42.66,39.36,2768,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,21-08-21,1428188,798602,736758,3759,5146,76.5,42.78,39.46,2756,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,22-08-21,1429481,799353,737360,1293,5150,76.57,42.82,39.5,2759,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,23-08-21,1434760,802228,740081,5279,5219,76.85,42.97,39.64,2795,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,24-08-21,1440898,805855,743035,6138,5233,77.18,43.16,39.8,2803,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,25-08-21,1447695,809513,746509,6797,5147,77.54,43.36,39.99,2757,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,26-08-21,1453251,812641,749195,5556,5127,77.84,43.53,40.13,2746,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,27-08-21,1460561,816927,752748,7310,5162,78.23,43.76,40.32,2765,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,28-08-21,1464024,818952,754294,3463,5119,78.42,43.87,40.4,2742,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,29-08-21,1465183,819642,754782,1159,5100,78.48,43.9,40.43,2732,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,30-08-21,1471046,822772,757852,5863,5184,78.79,44.07,40.59,2777,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,31-08-21,1477239,826322,760788,6193,5192,79.13,44.26,40.75,2781,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
Latvia,LVA,01-09-21,1483005,828963,764069,5766,5044,79.44,44.4,40.93,2702,"Johnson&Johnson, Moderna, Novavax, Pfizer/BioNTech",National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
